Unity.frameCount	Unity.realtimeSinceStartup	Unity.Head.position.x	Unity.Head.position.y	Unity.Head.position.z	Unity.Head.rotation.euler_x	Unity.Head.rotation.euler_y	Unity.Head.rotation.euler_z	Unity.gazeHit.position.x	Unity.gazeHit.position.y	Unity.gazeHit.position.z	PicoXR.gazeHit.position.x	PicoXR.gazeHit.position.y	PicoXR.gazeHit.position.z	gazeData.leftEyePoseStatus	gazeData.rightEyePoseStatus	gazeData.combinedEyePoseStatus	gazeData.leftEyeGazePoint.x	gazeData.leftEyeGazePoint.y	gazeData.leftEyeGazePoint.z	gazeData.rightEyeGazePoint.x	gazeData.rightEyeGazePoint.y	gazeData.rightEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.leftEyeOpenness	gazeData.rightEyeOpenness	gazeData.leftEyePupilDilation	gazeData.rightEyePupilDilation	gazeData.leftEyePositionGuide.x	gazeData.leftEyePositionGuide.y	gazeData.leftEyePositionGuide.z	gazeData.rightEyePositionGuide.x	gazeData.rightEyePositionGuide.y	gazeData.rightEyePositionGuide.z	gazeData.foveatedGazeDirection.x	gazeData.foveatedGazeDirection.y	gazeData.foveatedGazeDirection.z	gazeData.foveatedGazeTrackingState
20649	295.7876	0	0	0	0	0	0	0.3871037	-1.322346	8.5	-0.02475679	0.05099433	0.05	21	21	3	-0.03198265	-0.0001427012	-0.0274574	0.03156286	0.0005912812	-0.02599177	-0.01692352	3.123933E-05	-0.02711007	-0.01692352	3.123933E-05	-0.02711007	1	1	0	0	0.4746304	0.5083282	0.5	0.5109659	0.4812448	0.5	-0.02996163	0.06171533	0.997644	0
20650	295.8089	0	0	0	0	0	0	0.4145507	-1.368045	8.5	-0.02225477	0.05028762	0.05	21	21	3	-0.03201609	-0.000157265	-0.02764485	0.03162027	0.0005367009	-0.02599149	-0.006037164	0.0001260398	-0.02696988	-0.006037164	0.0001260398	-0.02696988	1	1	0	0	0.4742614	0.5086287	0.5	0.5126933	0.4826816	0.5	-0.02693732	0.06086848	0.9977822	0
20651	295.8279	0	0	0	0	0	0	0.3347912	-1.378408	8.5	-0.02546854	0.0479585	0.05	21	21	3	-0.03203499	-0.0001782816	-0.02756479	0.03163948	0.0005313206	-0.02600075	-0.002101701	0.0001553015	-0.02682954	-0.002101701	0.0001553015	-0.02682954	1	1	0	0	0.4733033	0.5098304	0.5	0.5126691	0.4829906	0.5	-0.03082899	0.0580525	0.9978374	0
20652	295.8501	0	0	0	0	0	0	0.3845977	-1.347928	8.5	-0.02412758	0.05093947	0.05	21	21	3	-0.03203794	-0.0001703065	-0.02763301	0.03164602	0.0005543721	-0.02619961	-0.01317378	4.43544E-05	-0.02720842	-0.01317378	4.43544E-05	-0.02720842	1	1	0	0	0.4734231	0.5088949	0.5	0.5125287	0.4826556	0.5	-0.02920092	0.06165057	0.9976705	0
20653	295.872	0	0	0	0	0	0	0.425969	-1.364961	8.5	-0.02021419	0.04948437	0.05	21	21	3	-0.03203923	-0.0001612068	-0.02770248	0.03164602	0.00050951	-0.0259544	-0.01389648	2.986792E-05	-0.02720448	-0.01389648	2.986792E-05	-0.02720448	1	1	0	0	0.473471	0.5091131	0.5	0.5148405	0.4838473	0.5	-0.02447038	0.05990354	0.9979042	0
20654	295.8952	0	0	0	0	0	0	0.425539	-1.357413	8.5	-0.01983333	0.05022067	0.05	21	21	3	-0.03204082	-0.0001612068	-0.02770248	0.03165481	0.0004931772	-0.02587686	-0.01251823	3.936065E-05	-0.02714293	-0.01251823	3.936065E-05	-0.02714293	1	1	0	0	0.4733917	0.5091099	0.5	0.5153767	0.4837619	0.5	-0.0240083	0.06079228	0.9978617	0
20655	295.9213	0	0	0	0	0	0	0.4266498	-1.361427	8.5	-0.02040031	0.04968656	0.05	21	21	3	-0.03204295	-0.0001657567	-0.02766774	0.03166182	0.0004833905	-0.02582513	-0.01468119	1.115843E-05	-0.02716557	-0.01468119	1.115843E-05	-0.02716557	1	1	0	0	0.4733215	0.5093409	0.5	0.51538	0.4842114	0.5	-0.02469519	0.06014708	0.997884	0
20656	295.9415	0	0	0	0	0	0	0.4318755	-1.345595	8.5	-0.02151696	0.0509998	0.05	21	21	3	-0.03208503	-0.0002377644	-0.02727264	0.03168388	0.0004751255	-0.02578386	-0.01951166	-9.720326E-05	-0.0269791	-0.01951166	-9.720326E-05	-0.0269791	1	1	0	0	0.4721878	0.511244	0.5	0.515258	0.4842273	0.5	-0.02604351	0.0617287	0.9977531	0
20657	295.9608	0	0	0	0	0	0	0.3964454	-1.349342	8.5	-0.01973046	0.05041657	0.05	21	21	3	-0.03212067	-0.0002940478	-0.02700849	0.03168753	0.0004736038	-0.0257734	-0.002798779	5.871243E-05	-0.02644093	-0.002798779	5.871243E-05	-0.02644093	1	1	0	0	0.471796	0.5126066	0.5	0.5152307	0.4842866	0.5	-0.02388351	0.06102872	0.9978502	0
20658	295.9791	0	0	0	0	0	0	0.3778449	-1.356454	8.5	-0.01976539	0.0496451	0.05	21	21	3	-0.03212819	-0.0002926863	-0.02700849	0.03169533	0.0004664322	-0.02575324	0.002875631	0.00012365	-0.02632005	0.002875631	0.00012365	-0.02632005	1	1	0	0	0.4717017	0.5126154	0.5	0.5154179	0.4845215	0.5	-0.02392712	0.06009819	0.9979057	0
20659	295.9972	0	0	0	0	0	0	0.354021	-1.356784	8.5	-0.02218655	0.04947688	0.05	21	21	3	-0.03213188	-0.0002926863	-0.02700705	0.03171814	0.0004664192	-0.02575207	0.00297912	0.0001247444	-0.02631694	0.00297912	0.0001247444	-0.02631694	1	1	0	0	0.4716097	0.5126218	0.5	0.5152732	0.4845302	0.5	-0.0268564	0.05989083	0.9978436	0
20660	296.0154	0	0	0	0	0	0	0.3588628	-1.352196	8.5	-0.02205024	0.04992272	0.05	21	21	3	-0.03213491	-0.0002926863	-0.02700705	0.03172302	0.0004621658	-0.02572738	0.002534421	0.0001171331	-0.0263123	0.002534421	0.0001171331	-0.0263123	1	1	0	0	0.4715031	0.5126206	0.5	0.5154653	0.4845136	0.5	-0.02669066	0.06042881	0.9978155	0
20661	296.0355	0	0	0	0	0	0	0.3567024	-1.349614	8.5	-0.02295051	0.04999544	0.05	21	21	3	-0.03213567	-0.0002926863	-0.02699665	0.03173386	0.0004606883	-0.02570165	0.0008967543	9.694853E-05	-0.02632689	0.0008967543	9.694853E-05	-0.02632689	1	1	0	0	0.4714078	0.512593	0.5	0.515365	0.4844907	0.5	-0.02777941	0.06051473	0.9977807	0
20662	296.057	0	0	0	0	0	0	0.3519964	-1.342754	8.5	-0.02398437	0.05065333	0.05	21	21	3	-0.03213941	-0.0002926863	-0.02699556	0.03174023	0.0004599238	-0.02568884	0.0005272427	9.218212E-05	-0.02632733	0.0005272427	9.218212E-05	-0.02632733	1	1	0	0	0.4713746	0.5125709	0.5	0.5150636	0.4841744	0.5	-0.02902836	0.06130589	0.9976968	0
20663	296.0791	0	0	0	0	0	0	0.3459086	-1.336925	8.5	-0.0242989	0.05075283	0.05	21	21	3	-0.03214053	-0.0002926863	-0.02699556	0.03174304	0.0004606883	-0.02569325	0.0007310772	9.496639E-05	-0.02632545	0.0007310772	9.496639E-05	-0.02632545	1	1	0	0	0.4713702	0.5125708	0.5	0.5150538	0.484052	0.5	-0.02940849	0.06142516	0.9976784	0
20664	296.0987	0	0	0	0	0	0	0.3437043	-1.347311	8.5	-0.02460895	0.0495534	0.05	21	21	3	-0.03214637	-0.0002926863	-0.02699556	0.03174426	0.0004599238	-0.02568884	0.0004664917	9.148227E-05	-0.02632855	0.0004664917	9.148227E-05	-0.02632855	1	1	0	0	0.4708934	0.5125884	0.5	0.5152187	0.484411	0.5	-0.02978603	0.05997815	0.9977552	0
20665	296.1187	0	0	0	0	0	0	0.3460409	-1.346862	8.5	-0.02426632	0.04941252	0.05	21	21	3	-0.03215252	-0.0002926863	-0.02699556	0.03174461	0.000459457	-0.02568158	0.0005666819	9.245666E-05	-0.02632272	0.0005666819	9.245666E-05	-0.02632272	1	1	0	0	0.4708934	0.5125884	0.5	0.5151877	0.4844479	0.5	-0.02937198	0.05980897	0.9977776	0
20666	296.1394	0	0	0	0	0	0	0.3474016	-1.341673	8.5	-0.02398989	0.04977274	0.05	21	21	3	-0.03216377	-0.0002955533	-0.02694814	0.03174595	0.0004588708	-0.02567927	0.0006167956	9.140583E-05	-0.02629731	0.0006167956	9.140583E-05	-0.02629731	1	1	0	0	0.4707414	0.5128078	0.5	0.5151879	0.484166	0.5	-0.02903691	0.06024399	0.9977612	0
20667	296.1583	0	0	0	0	0	0	0.3455454	-1.340622	8.5	-0.02400671	0.04972168	0.05	21	21	3	-0.03216599	-0.0002959429	-0.02694331	0.03174749	0.0004586986	-0.02567641	0.0007393084	9.257768E-05	-0.02629106	0.0007393084	9.257768E-05	-0.02629106	1	1	0	0	0.4707191	0.512857	0.5	0.5151926	0.484134	0.5	-0.02905736	0.06018237	0.9977643	0
20668	296.1791	0	0	0	0	0	0	0.3422238	-1.342266	8.5	-0.0240308	0.04939906	0.05	21	21	3	-0.03216599	-0.0002959429	-0.02694331	0.0317488	0.0004586986	-0.02567101	0.001205214	9.807065E-05	-0.02627902	0.001205214	9.807065E-05	-0.02627902	1	1	0	0	0.4707184	0.5129281	0.5	0.5152477	0.4841603	0.5	-0.02908718	0.05979324	0.9977869	0
20669	296.1982	0	0	0	0	0	0	0.3471857	-1.343874	8.5	-0.02345832	0.04897945	0.05	21	21	3	-0.03216599	-0.0002959429	-0.02694331	0.0317496	0.0004542086	-0.02566358	0.001125314	9.478364E-05	-0.02627675	0.001125314	9.478364E-05	-0.02627675	1	1	0	0	0.4707311	0.5130761	0.5	0.5154555	0.4842887	0.5	-0.02839567	0.0592883	0.997837	0
20670	296.2193	0	0	0	0	0	0	0.3417014	-1.342366	8.5	-0.02365352	0.0487643	0.05	21	21	3	-0.03216599	-0.0002959429	-0.02694331	0.03175554	0.0004521317	-0.02565291	0.002021752	0.0001041567	-0.02625315	0.002021752	0.0001041567	-0.02625315	1	1	0	0	0.4707311	0.5130761	0.5	0.5156062	0.4844077	0.5	-0.0286322	0.05902838	0.9978456	0
20671	296.2383	0	0	0	0	0	0	0.3365637	-1.346872	8.5	-0.02378429	0.04799405	0.05	21	21	3	-0.03216327	-0.0002947916	-0.02695983	0.03176055	0.0004505263	-0.0256345	0.003201254	0.0001175401	-0.02622662	0.003201254	0.0001175401	-0.02622662	1	1	0	0	0.4708295	0.5131069	0.5	0.5157378	0.4846168	0.5	-0.02879193	0.05809892	0.9978955	0
20672	296.2597	0	0	0	0	0	0	0.3396816	-1.351221	8.5	-0.02385416	0.04733675	0.05	21	21	3	-0.03215611	-0.000283658	-0.0270012	0.0317671	0.0004500439	-0.0256345	0.001815203	0.0001062601	-0.02627488	0.001815203	0.0001062601	-0.02627488	1	1	0	0	0.4711374	0.5130521	0.5	0.5157378	0.4846171	0.5	-0.02887777	0.05730572	0.9979389	0
20673	296.2785	0	0	0	0	0	0	0.350713	-1.358949	8.5	-0.0233384	0.04642688	0.05	21	21	3	-0.03215282	-0.0002806374	-0.02700912	0.03176886	0.0004495652	-0.0256345	9.595204E-05	8.775306E-05	-0.02631562	9.595204E-05	8.775306E-05	-0.02631562	1	1	0	0	0.471251	0.5132745	0.5	0.5158721	0.4846148	0.5	-0.02825566	0.05620876	0.9980191	0
20674	296.2965	0	0	0	0	0	0	0.3503754	-1.360756	8.5	-0.02333169	0.04489476	0.05	21	21	3	-0.03214937	-0.0002806374	-0.02702986	0.03176974	0.0004492932	-0.02563553	-0.0005466442	8.02531E-05	-0.02634048	-0.0005466442	8.02531E-05	-0.02634048	1	1	0	0	0.4713737	0.5134581	0.5	0.5158743	0.4849061	0.5	-0.02825044	0.05435942	0.9981217	0
20675	296.3162	0	0	0	0	0	0	0.3501916	-1.374589	8.5	-0.02337597	0.04461332	0.05	21	21	3	-0.03214937	-0.0002806374	-0.02702986	0.03177028	0.0004495652	-0.02563879	-0.0005381622	8.048137E-05	-0.02634192	-0.0005381622	8.048137E-05	-0.02634192	1	1	0	0	0.4713737	0.5134673	0.5	0.5158772	0.484991	0.5	-0.02830454	0.05401955	0.9981386	0
20676	296.3351	0	0	0	0	0	0	0.3489513	-1.384691	8.5	-0.02356051	0.04356813	0.05	21	21	3	-0.03214937	-0.0002806374	-0.02702986	0.03177316	0.0004490982	-0.02563879	-0.001229378	7.234331E-05	-0.02635699	-0.001229378	7.234331E-05	-0.02635699	1	1	0	0	0.4712821	0.5135204	0.5	0.5159474	0.4853264	0.5	-0.02852973	0.05275723	0.9981998	0
20677	296.3545	0	0	0	0	0	0	0.3487128	-1.385696	8.5	-0.02346281	0.04343003	0.05	21	21	3	-0.03214937	-0.0002806374	-0.02702986	0.03177503	0.0004492932	-0.02564635	-0.001425309	7.019008E-05	-0.0263649	-0.001425309	7.019008E-05	-0.0263649	1	1	0	0	0.4713729	0.5135519	0.5	0.5159337	0.4853363	0.5	-0.02841178	0.05259064	0.9982119	0
20678	296.3737	0	0	0	0	0	0	0.338379	-1.383215	8.5	-0.02386888	0.04361278	0.05	21	21	3	-0.03214937	-0.0002827987	-0.02702986	0.03177585	0.0004495652	-0.02566099	-5.496025E-05	8.489323E-05	-0.0263426	-5.496025E-05	8.489323E-05	-0.0263426	1	1	0	0	0.4712756	0.5136147	0.5	0.5159817	0.4852618	0.5	-0.02890276	0.05281058	0.9981862	0
20679	296.3915	0	0	0	0	0	0	0.3303919	-1.383693	8.5	-0.02417195	0.04423971	0.05	21	21	3	-0.03215177	-0.0002927838	-0.02701986	0.03177803	0.0004505263	-0.02569297	9.688473E-05	8.217046E-05	-0.02635053	9.688473E-05	8.217046E-05	-0.02635053	1	1	0	0	0.4712583	0.5137361	0.5	0.515922	0.4851829	0.5	-0.02926824	0.05356698	0.9981352	0
20680	296.41	0	0	0	0	0	0	0.3328876	-1.373603	8.5	-0.02380229	0.04442666	0.05	21	21	3	-0.03215177	-0.0002927838	-0.02701986	0.03177868	0.0004526576	-0.02570825	0.001789889	0.0001029825	-0.0263235	0.001789889	0.0001029825	-0.0263235	1	1	0	0	0.4712538	0.5136881	0.5	0.5161716	0.4851012	0.5	-0.02882067	0.0537934	0.9981361	0
20681	296.4297	0	0	0	0	0	0	0.331623	-1.360192	8.5	-0.02331291	0.04529219	0.05	21	21	3	-0.03215177	-0.0002927838	-0.02701986	0.03177886	0.000452927	-0.0257093	0.002627016	0.0001128889	-0.02630691	0.002627016	0.0001128889	-0.02630691	1	1	0	0	0.4712357	0.513688	0.5	0.5164128	0.4848047	0.5	-0.02822698	0.05483922	0.9980961	0
20682	296.4491	0	0	0	0	0	0	0.3514619	-1.369235	8.5	-0.02151533	0.04417777	0.05	21	21	3	-0.03215177	-0.0002927838	-0.02701986	0.03177921	0.0004535218	-0.02571506	0.002118776	0.0001072773	-0.02632042	0.002118776	0.0001072773	-0.02632042	1	1	0	0	0.4712352	0.5137361	0.5	0.5170435	0.485137	0.5	-0.02605393	0.05349697	0.9982281	0
20683	296.4672	0	0	0	0	0	0	0.3599491	-1.366159	8.5	-0.02135059	0.04425892	0.05	21	21	3	-0.03215177	-0.0002927838	-0.02701986	0.03177921	0.0004535218	-0.02571506	0.0003900776	8.709716E-05	-0.0263557	0.0003900776	8.709716E-05	-0.0263557	1	1	0	0	0.4712357	0.513688	0.5	0.5170519	0.4851726	0.5	-0.02585444	0.05359523	0.998228	0
20684	296.4859	0	0	0	0	0	0	0.3589426	-1.381939	8.5	-0.021792	0.04253694	0.05	21	21	3	-0.03214648	-0.0002811834	-0.02704376	0.03177921	0.0004535218	-0.0257093	-0.0003267689	8.452417E-05	-0.02637952	-0.0003267689	8.452417E-05	-0.02637952	1	1	0	0	0.4711646	0.5139167	0.5	0.5170759	0.4852587	0.5	-0.02639149	0.05151493	0.9983234	0
20685	296.504	0	0	0	0	0	0	0.3550508	-1.363043	8.5	-0.02222802	0.04415492	0.05	21	21	3	-0.03213856	-0.0002778168	-0.02706784	0.03177921	0.0004535218	-0.02570825	0.0001952162	9.214196E-05	-0.02638007	0.0001952162	9.214196E-05	-0.02638007	1	1	0	0	0.4712047	0.5133402	0.5	0.5171199	0.48517	0.5	-0.02691638	0.05346815	0.9982067	0
20686	296.5219	0	0	0	0	0	0	0.359146	-1.361488	8.5	-0.02222762	0.04426039	0.05	21	21	3	-0.03213856	-0.0002778168	-0.02707005	0.03177921	0.0004517444	-0.02570289	-0.0006885271	8.115577E-05	-0.02639735	-0.0006885271	8.115577E-05	-0.02639735	1	1	0	0	0.471158	0.5133278	0.5	0.517155	0.4851961	0.5	-0.02691572	0.0535955	0.9981999	0
20687	296.5402	0	0	0	0	0	0	0.374417	-1.363403	8.5	-0.02106606	0.04400266	0.05	21	21	3	-0.03213684	-0.0002762868	-0.02707724	0.03176696	0.0004500991	-0.02565447	-0.001256994	7.472028E-05	-0.02638973	-0.001256994	7.472028E-05	-0.02638973	1	1	0	0	0.4711585	0.5132903	0.5	0.5172471	0.4854378	0.5	-0.02551054	0.05328626	0.9982533	0
20688	296.5583	0	0	0	0	0	0	0.3757287	-1.356282	8.5	-0.02094247	0.04442145	0.05	21	21	3	-0.03213684	-0.0002762868	-0.02707724	0.03176562	0.0004489969	-0.02563191	-0.00106341	7.639219E-05	-0.02637443	-0.00106341	7.639219E-05	-0.02637443	1	1	0	0	0.4710818	0.5132105	0.5	0.5173131	0.4854273	0.5	-0.02536029	0.05379215	0.99823	0
20689	296.5762	0	0	0	0	0	0	0.3776982	-1.358356	8.5	-0.02074469	0.04394078	0.05	21	21	3	-0.03213684	-0.0002762868	-0.02707724	0.03176558	0.0004460252	-0.0256284	-0.001061228	7.497201E-05	-0.02637267	-0.001061228	7.497201E-05	-0.02637267	1	1	0	0	0.4710735	0.5132104	0.5	0.5173817	0.4857206	0.5	-0.02512172	0.05321206	0.9982672	0
20690	296.5958	0	0	0	0	0	0	0.3720266	-1.356466	8.5	-0.02158027	0.04352381	0.05	21	21	3	-0.03213758	-0.0002779088	-0.02707005	0.03176485	0.0004396303	-0.02559037	-0.001044331	7.122692E-05	-0.02635007	-0.001044331	7.122692E-05	-0.02635007	1	1	0	0	0.4706628	0.5133218	0.5	0.5174727	0.486072	0.5	-0.02613362	0.05270715	0.9982679	0
20691	296.615	0	0	0	0	0	0	0.5670523	-1.231095	8.5	-0.003451963	0.0562355	0.05	21	21	3	-0.03207952	-0.0002596191	-0.02692765	0.03181579	0.0005801821	-0.02598552	-0.00197588	0.0001360449	-0.02648378	-0.00197588	0.0001360449	-0.02648378	1	1	0	0	0.4749563	0.5093994	0.5	0.5235078	0.4808203	0.5	-0.004177819	0.06806033	0.9976724	0
20692	296.6328	0	0	0	0	0	0	1.094912	-0.868121	8.5	0.04608357	0.09328578	0.05	21	21	3	-0.03172875	0.0001058466	-0.02743248	0.03202565	0.0008537024	-0.02577154	-0.001691498	0.0004581914	-0.02664995	-0.001691498	0.0004581914	-0.02664995	1	1	0	0	0.4950853	0.4927587	0.5	0.538341	0.4650085	0.5	0.05546378	0.1122739	0.9921282	0
20693	296.6522	0	0	0	0	0	0	1.154959	-0.6042075	8.5	0.05105161	0.1189487	0.05	21	21	3	-0.03165295	0.0002154108	-0.02753357	0.03205086	0.0009150904	-0.0256359	-0.001639531	0.0005450579	-0.0266395	-0.001639531	0.0005450579	-0.0266395	1	1	0	0	0.4976262	0.484857	0.5	0.5407368	0.4587719	0.5	0.0611809	0.1425496	0.987895	0
20694	296.6703	0	0	0	0	0	0	1.101465	-0.550673	8.5	0.04706959	0.1235096	0.05	21	21	3	-0.0317318	-7.754052E-05	-0.02622472	0.03204831	0.0009211382	-0.0256047	0.002918437	0.0004650182	-0.02588788	0.002918437	0.0004650182	-0.02588788	1	1	0	0	0.4950669	0.4917555	0.5	0.5391043	0.4584866	0.5	0.05637984	0.1479395	0.9873881	0
20695	296.6894	0	0	0	0	0	0	1.071342	-0.6028069	8.5	0.04457192	0.1178567	0.05	21	21	3	-0.03163167	0.000227674	-0.02766371	0.03206518	0.0008948461	-0.02551025	0.00370916	0.0005978402	-0.02646891	0.00370916	0.0005978402	-0.02646891	1	1	0	0	0.4969887	0.4846767	0.5	0.5395859	0.4593261	0.5	0.05344927	0.1413301	0.9885186	0
20696	296.7079	0	0	0	0	0	0	1.095317	-0.5952106	8.5	0.04736544	0.1180512	0.05	21	21	3	-0.031651	0.0002213742	-0.02760343	0.03206518	0.0008948461	-0.02551025	0.005364238	0.0006126206	-0.02638742	0.005364238	0.0006126206	-0.02638742	1	1	0	0	0.4963932	0.4848849	0.5	0.540394	0.4593197	0.5	0.05678681	0.1415325	0.9883035	0
20697	296.7263	0	0	0	0	0	0	1.097051	-0.5908232	8.5	0.04752368	0.1178617	0.05	21	21	3	-0.03164655	0.0002344575	-0.02767951	0.032078	0.0008739905	-0.02545534	0.004960663	0.0006018437	-0.02640181	0.004960663	0.0006018437	-0.02640181	1	1	0	0	0.4968767	0.4849773	0.5	0.5405867	0.4596711	0.5	0.05697774	0.1413084	0.9883246	0
20698	296.7451	0	0	0	0	0	0	1.083934	-0.597168	8.5	0.0467428	0.1163168	0.05	21	21	3	-0.03163891	0.0002562118	-0.02780608	0.03208292	0.0008690507	-0.02545534	0.006058799	0.0006187661	-0.02641539	0.006058799	0.0006187661	-0.02641539	1	1	0	0	0.4966807	0.4845797	0.5	0.540743	0.4601159	0.5	0.05605906	0.1394998	0.988634	0
20699	296.7629	0	0	0	0	0	0	1.068277	-0.602874	8.5	0.04527919	0.1151625	0.05	21	21	3	-0.03163396	0.0002676374	-0.02786934	0.03209555	0.0008706175	-0.0254828	0.0065559	0.0006289727	-0.02643921	0.0065559	0.0006289727	-0.02643921	1	1	0	0	0.4966402	0.4842786	0.5	0.5407645	0.460368	0.5	0.05431944	0.1381554	0.9889199	0
