Unity.frameCount	Unity.realtimeSinceStartup	Unity.Head.position.x	Unity.Head.position.y	Unity.Head.position.z	Unity.Head.rotation.euler_x	Unity.Head.rotation.euler_y	Unity.Head.rotation.euler_z	Unity.gazeHit.position.x	Unity.gazeHit.position.y	Unity.gazeHit.position.z	PicoXR.gazeHit.position.x	PicoXR.gazeHit.position.y	PicoXR.gazeHit.position.z	gazeData.leftEyePoseStatus	gazeData.rightEyePoseStatus	gazeData.combinedEyePoseStatus	gazeData.leftEyeGazePoint.x	gazeData.leftEyeGazePoint.y	gazeData.leftEyeGazePoint.z	gazeData.rightEyeGazePoint.x	gazeData.rightEyeGazePoint.y	gazeData.rightEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.leftEyeOpenness	gazeData.rightEyeOpenness	gazeData.leftEyePupilDilation	gazeData.rightEyePupilDilation	gazeData.leftEyePositionGuide.x	gazeData.leftEyePositionGuide.y	gazeData.leftEyePositionGuide.z	gazeData.rightEyePositionGuide.x	gazeData.rightEyePositionGuide.y	gazeData.rightEyePositionGuide.z	gazeData.foveatedGazeDirection.x	gazeData.foveatedGazeDirection.y	gazeData.foveatedGazeDirection.z	gazeData.foveatedGazeTrackingState
9821	140.5485	0	0	0	0	0	0	-0.06415119	0.1007707	8.5	-0.003156852	0.1401085	0.05	21	21	3	-0.03450242	-0.00387668	-0.01832473	0.02973962	-0.001159439	-0.01775849	-0.005150135	-0.002635168	-0.01806602	-0.005150135	-0.002635168	-0.01806602	1	1	0	0	0.4103146	0.5855126	0.5	0.4590947	0.4993365	0.5	-0.003775397	0.167561	0.9858544	0
9822	140.5829	0	0	0	0	0	0	-0.05319615	0.02508557	8.5	-0.003669186	0.1407831	0.05	21	21	3	-0.03453699	-0.003894839	-0.01820479	0.02974507	-0.001158948	-0.01776898	-0.002578222	-0.002534651	-0.01798812	-0.002578222	-0.002534651	-0.01798812	1	1	0	0	0.4098489	0.5860273	0.5	0.4590995	0.499631	0.5	-0.004387511	0.1683446	0.9857184	0
9823	140.5942	0	0	0	0	0	0	-0.05012824	0.02837557	8.5	-0.003669186	0.1407831	0.05	21	21	3	-0.03453699	-0.003894839	-0.01820479	0.02974507	-0.001158948	-0.01776898	-0.002578222	-0.002534651	-0.01798812	-0.002578222	-0.002534651	-0.01798812	1	1	0	0	0.4098489	0.5860273	0.5	0.4590995	0.499631	0.5	-0.004387511	0.1683446	0.9857184	0
9824	140.6063	0	0	0	0	0	0	-0.04512646	0.04734755	8.5	-0.00304657	0.1426308	0.05	21	21	3	-0.03455677	-0.003913847	-0.01819688	0.02974645	-0.001158948	-0.01777079	-0.002484049	-0.002539777	-0.01798436	-0.002484049	-0.002539777	-0.01798436	1	1	0	0	0.4096209	0.5863372	0.5	0.4590947	0.4993365	0.5	-0.003641652	0.1704906	0.9853526	0
9825	140.6205	0	0	0	0	0	0	-0.04507389	0.04061478	8.5	-0.002842025	0.1417253	0.05	21	21	3	-0.03456011	-0.00391661	-0.01819131	0.02974659	-0.001158948	-0.01777887	-0.002474803	-0.002540697	-0.01798553	-0.002474803	-0.002540697	-0.01798553	1	1	0	0	0.4096207	0.5863373	0.5	0.4590995	0.499631	0.5	-0.003397781	0.1694396	0.9855347	0
9826	140.6343	0	0	0	0	0	0	-0.04020466	0.05520368	8.5	-0.002259826	0.1430395	0.05	21	21	3	-0.03456616	-0.003921018	-0.01817298	0.02974731	-0.001158576	-0.01779709	-0.002614226	-0.002548594	-0.01798623	-0.002614226	-0.002548594	-0.01798623	1	1	0	0	0.4096198	0.5863991	0.5	0.459208	0.4993346	0.5	-0.002701017	0.1709654	0.9852734	0
9827	140.6486	0	0	0	0	0	0	-0.0419711	0.05760974	8.5	-0.002259826	0.1430395	0.05	21	21	3	-0.03456616	-0.003921018	-0.01817298	0.02974731	-0.001158576	-0.01779709	-0.002614226	-0.002548594	-0.01798623	-0.002614226	-0.002548594	-0.01798623	1	1	0	0	0.4096198	0.5863991	0.5	0.459208	0.4993346	0.5	-0.002701017	0.1709654	0.9852734	0
9828	140.6624	0	0	0	0	0	0	-0.01136625	0.03719568	8.5	0.0003896959	0.1408824	0.05	21	21	3	-0.03457088	-0.003922347	-0.01816909	0.02974852	-0.001147434	-0.01786912	-0.004164316	-0.002610525	-0.01802728	-0.004164316	-0.002610525	-0.01802728	1	1	0	0	0.4096261	0.5863711	0.5	0.4598694	0.4993267	0.5	0.0004659826	0.1684615	0.9857081	0
9829	140.6765	0	0	0	0	0	0	-0.001558811	0.005597591	8.5	0.0009787151	0.1375911	0.05	21	21	3	-0.0345756	-0.003924204	-0.0181688	0.02974853	-0.001138192	-0.01788452	-0.005463455	-0.002663296	-0.01804014	-0.005463455	-0.002663296	-0.01804014	1	1	0	0	0.409626	0.5863711	0.5	0.4598732	0.4995617	0.5	0.001171075	0.1646336	0.9863541	0
9830	140.6923	0	0	0	0	0	0	0.01020465	0.04262978	8.5	0.001914664	0.1412556	0.05	21	21	3	-0.03457836	-0.003987127	-0.0181688	0.02975255	-0.001128855	-0.01789209	-0.006169358	-0.002724893	-0.0180466	-0.006169358	-0.002724893	-0.0180466	1	1	0	0	0.4096257	0.586404	0.5	0.4601078	0.4996144	0.5	0.0022893	0.1688946	0.9856314	0
