Unity.frameCount	Unity.realtimeSinceStartup	Unity.Head.position.x	Unity.Head.position.y	Unity.Head.position.z	Unity.Head.rotation.euler_x	Unity.Head.rotation.euler_y	Unity.Head.rotation.euler_z	Unity.gazeHit.position.x	Unity.gazeHit.position.y	Unity.gazeHit.position.z	PicoXR.gazeHit.position.x	PicoXR.gazeHit.position.y	PicoXR.gazeHit.position.z	gazeData.leftEyePoseStatus	gazeData.rightEyePoseStatus	gazeData.combinedEyePoseStatus	gazeData.leftEyeGazePoint.x	gazeData.leftEyeGazePoint.y	gazeData.leftEyeGazePoint.z	gazeData.rightEyeGazePoint.x	gazeData.rightEyeGazePoint.y	gazeData.rightEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.combinedEyeGazePoint.x	gazeData.combinedEyeGazePoint.y	gazeData.combinedEyeGazePoint.z	gazeData.leftEyeOpenness	gazeData.rightEyeOpenness	gazeData.leftEyePupilDilation	gazeData.rightEyePupilDilation	gazeData.leftEyePositionGuide.x	gazeData.leftEyePositionGuide.y	gazeData.leftEyePositionGuide.z	gazeData.rightEyePositionGuide.x	gazeData.rightEyePositionGuide.y	gazeData.rightEyePositionGuide.z	gazeData.foveatedGazeDirection.x	gazeData.foveatedGazeDirection.y	gazeData.foveatedGazeDirection.z	gazeData.foveatedGazeTrackingState
13110	186.6513	0	0	0	0	0	0	-0.05602866	-4.780698	8.5	0.01831171	-0.1211506	0.05	21	21	3	-0.03257076	0.0002218963	-0.0339107	0.03082147	-6.097041E-05	-0.03216388	-0.005683523	0.000101921	-0.0331698	-0.005683523	0.000101921	-0.0331698	1	1	0	0	0.4559521	0.5487201	0.5	0.4963434	0.5422019	0.5	0.02197249	-0.1453704	0.9891333	0
13111	186.6838	0	0	0	0	0	0	-0.04094455	-4.766582	8.5	0.01926271	-0.1203944	0.05	21	21	3	-0.03258153	0.0002218963	-0.03390732	0.0308229	-6.038678E-05	-0.03216593	-0.005518472	0.0001014088	-0.03316404	-0.005518472	0.0001014088	-0.03316404	1	1	0	0	0.4558501	0.5486514	0.5	0.4964477	0.5419377	0.5	0.02311605	-0.1444783	0.9892379	0
13112	186.698	0	0	0	0	0	0	-0.0337184	-4.758457	8.5	0.01973044	-0.119946	0.05	21	21	3	-0.03258327	0.0002218963	-0.0339057	0.0308238	-6.038678E-05	-0.03216593	-0.006164411	0.0001042817	-0.03318081	-0.006164411	0.0001042817	-0.03318081	1	1	0	0	0.4558501	0.5486514	0.5	0.4965594	0.5417582	0.5	0.02367888	-0.1439495	0.9893017	0
13113	186.712	0	0	0	0	0	0	-0.03108533	-4.756042	8.5	0.01994383	-0.1198786	0.05	21	21	3	-0.03258505	0.0002218841	-0.0339057	0.03082397	-6.04957E-05	-0.03216388	-0.006329876	0.0001049618	-0.03318448	-0.006329876	0.0001049618	-0.03318448	1	1	0	0	0.4558503	0.548634	0.5	0.4965593	0.5417515	0.5	0.0239351	-0.1438694	0.9893072	0
13114	186.7261	0	0	0	0	0	0	-0.03107409	-4.747753	8.5	0.01961269	-0.1192854	0.05	21	21	3	-0.0325866	0.0002198213	-0.03390432	0.03082436	-6.097041E-05	-0.03215875	-0.005762895	0.0001010426	-0.03316592	-0.005762895	0.0001010426	-0.03316592	1	1	0	0	0.4558501	0.548649	0.5	0.4964306	0.5415491	0.5	0.02354032	-0.1431735	0.9894177	0
13115	186.7418	0	0	0	0	0	0	-0.03670107	-4.749743	8.5	0.01986608	-0.1194462	0.05	21	21	3	-0.03258706	0.00021951	-0.03389671	0.03082436	-6.097041E-05	-0.03215673	-0.005349873	9.903491E-05	-0.03314934	-0.005349873	9.903491E-05	-0.03314934	1	1	0	0	0.4558501	0.548649	0.5	0.4965565	0.5415469	0.5	0.02384362	-0.1433614	0.9893831	0
13116	186.7573	0	0	0	0	0	0	-0.03256963	-4.7427	8.5	0.02030652	-0.1188952	0.05	21	21	3	-0.0325881	0.0002143114	-0.03388953	0.03082436	-6.155395E-05	-0.03215653	-0.00502383	9.439763E-05	-0.03313623	-0.00502383	9.439763E-05	-0.03313623	1	1	0	0	0.4558501	0.548649	0.5	0.4967304	0.5415118	0.5	0.02437424	-0.1427118	0.9894642	0
13117	186.7699	0	0	0	0	0	0	-0.03712539	-4.744284	8.5	0.01972771	-0.1190719	0.05	21	21	3	-0.03258949	0.0002119406	-0.03387148	0.0308283	-6.262892E-05	-0.03215653	-0.005696639	9.550706E-05	-0.03314424	-0.005696639	9.550706E-05	-0.03314424	1	1	0	0	0.4557663	0.5486682	0.5	0.4967309	0.541544	0.5	0.02367916	-0.142922	0.9894506	0
13118	186.7837	0	0	0	0	0	0	-0.03759038	-4.743944	8.5	0.01986154	-0.1191348	0.05	21	21	3	-0.03258954	0.0002119183	-0.03387092	0.0308296	-6.262892E-05	-0.03215653	-0.005203607	9.336209E-05	-0.03313061	-0.005203607	9.336209E-05	-0.03313061	1	1	0	0	0.4558499	0.5486692	0.5	0.4967567	0.5415556	0.5	0.02383945	-0.1429953	0.9894362	0
13119	186.7975	0	0	0	0	0	0	-0.03952216	-4.747254	8.5	0.01987418	-0.1195105	0.05	21	21	3	-0.03258954	0.0002119183	-0.03387024	0.03083162	-6.298746E-05	-0.03215673	-0.004848108	9.16701E-05	-0.03312072	-0.004848108	9.16701E-05	-0.03312072	1	1	0	0	0.4558496	0.5487084	0.5	0.4968401	0.5416537	0.5	0.02385307	-0.143437	0.9893719	0
