brightness,time_ms
0.0208610745481527,0.0
0.0209423786361462,33.333333333333336
0.021093702089912,66.66666666666667
0.0213600154825576,100.0
0.0214116877975736,133.33333333333334
0.0216217257222054,166.66666666666666
0.0217052418704371,200.0
0.0218564720255658,233.33333333333331
0.0219444135550578,266.6666666666667
0.0218878386488605,300.0
0.0218857293432052,333.3333333333333
0.0219513989752572,366.6666666666666
0.0220633970538091,400.0
0.0222394717532382,433.33333333333337
0.0222979630638572,466.6666666666667
0.0223590144134126,500.0
0.0225570010540596,533.3333333333334
0.0227512708787601,566.6666666666666
0.0222753797507009,600.0
0.0219665845891139,633.3333333333333
0.0219510907115208,666.6666666666666
0.0219755708868228,700.0
0.0217680803931962,733.3333333333333
0.0217255689956291,766.6666666666667
0.0218947238360626,800.0
0.0220810916445,833.3333333333334
0.0224410308490935,866.6666666666667
0.0226906790880171,900.0
0.0230288456689487,933.3333333333334
0.0233263806937617,966.6666666666666
0.0235585455247117,1000.0
0.0236655918411812,1033.3333333333337
0.0239189379841689,1066.6666666666667
0.0242027013737871,1100.0
0.0240939674867169,1133.3333333333333
0.0244341847464612,1166.6666666666667
0.0246522633745122,1200.0
0.0249235695049883,1233.3333333333337
0.0254341645737793,1266.6666666666663
0.0258736446482167,1300.0
0.0259133205237097,1333.3333333333333
0.0259979379740825,1366.6666666666667
0.0260528801541417,1400.0
0.0259627864520555,1433.3333333333333
0.0258940852447192,1466.6666666666663
0.0258835015230669,1500.0
0.0259546511892079,1533.3333333333337
0.0263279465979049,1566.6666666666667
0.0267185047759093,1600.0
0.0267765945241577,1633.3333333333333
0.0267966430142334,1666.6666666666667
0.0268081792645359,1700.0
0.0269578264948247,1733.3333333333337
0.027089619644181,1766.6666666666663
0.0275492887870427,1800.0
0.0275942763808431,1833.3333333333333
0.0274632018831439,1866.6666666666667
0.0270500868686167,1900.0
0.0269195658587713,1933.3333333333333
0.0276236868847562,1966.6666666666663
0.0281921409767955,2000.0
0.0286853339587241,2033.3333333333333
0.0289005171770744,2066.666666666667
